Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Colima,Durango,México,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-09-01,827,6,19,6,4,1,23,59,33,8,9,109,12,22,45,30,16,65,26,52,6,57,18,11,23,43,11,24,30,8,36,6,9
2020-09-02,575,16,10,8,4,2,12,80,16,5,10,27,6,12,35,40,3,49,2,46,5,22,15,7,21,30,8,21,6,9,22,9,17
2020-09-03,513,5,22,3,12,1,10,54,24,5,3,54,5,17,34,16,1,39,3,31,3,23,11,9,16,9,13,10,21,11,15,21,12
2020-09-04,522,10,17,11,2,1,8,55,10,6,12,42,4,14,44,16,2,55,7,33,13,15,9,10,16,15,3,11,20,4,33,17,7
2020-09-05,475,9,10,5,1,3,10,45,18,2,10,30,2,7,21,18,1,33,9,49,7,35,7,11,46,13,12,14,22,3,9,6,7
2020-09-06,232,0,10,1,2,0,11,44,3,5,0,12,9,13,17,4,2,9,0,0,5,7,11,12,8,4,4,0,2,6,16,9,6
2020-09-07,223,4,5,0,1,0,3,31,20,2,0,10,4,7,22,7,18,16,1,8,6,4,3,8,1,7,2,11,5,3,7,6,1
2020-09-08,703,9,11,7,3,0,10,86,19,5,7,36,6,20,37,15,12,84,8,59,5,34,15,13,21,16,56,16,14,26,31,8,14
2020-09-09,611,4,11,3,2,0,5,57,26,4,16,55,21,16,33,25,4,115,10,31,9,18,3,17,36,19,16,6,10,8,15,4,12
2020-09-11,1088,34,24,10,2,0,17,103,49,13,14,135,25,30,66,36,6,84,12,57,18,55,43,17,31,43,23,11,28,5,60,15,22
2020-09-12,421,1,15,9,0,0,6,53,22,2,7,28,8,6,19,16,2,33,2,32,1,17,15,4,35,12,9,3,11,0,20,25,8
2020-09-13,217,5,3,0,0,0,1,25,14,4,0,28,3,13,12,7,1,38,1,3,0,11,4,10,6,6,1,7,3,1,8,1,1
2020-09-14,228,0,5,0,2,0,1,29,8,3,0,8,1,13,22,12,1,33,0,8,5,8,7,9,4,8,2,0,8,0,4,21,6
2020-09-15,629,26,15,9,3,6,11,65,23,6,1,29,15,11,20,20,6,124,14,62,7,21,9,10,13,10,4,17,18,6,33,12,3
2020-09-16,300,1,5,1,1,1,5,33,5,4,1,13,10,18,19,22,0,22,7,9,3,12,16,6,13,11,2,8,15,2,18,11,6
2020-09-17,201,1,7,0,1,0,1,52,9,3,0,10,3,7,30,11,2,8,7,3,2,5,2,4,6,0,2,6,7,2,5,3,2
2020-09-18,624,10,21,3,2,0,13,88,26,8,20,25,11,8,40,16,7,65,3,57,12,34,3,4,31,15,3,9,32,4,28,14,12
2020-09-19,455,9,12,1,3,0,5,54,19,4,9,17,8,12,30,12,3,47,4,47,3,20,5,22,37,12,10,6,14,4,20,4,2
2020-09-20,235,0,7,0,1,0,4,26,12,5,0,9,3,11,54,3,0,14,0,3,1,2,3,6,11,21,5,6,19,2,4,3,0
2020-09-21,204,2,9,0,1,0,0,23,13,3,0,6,5,7,27,6,0,14,1,9,3,5,8,5,0,13,5,2,9,0,11,3,14
2020-09-22,651,23,28,8,9,0,11,76,18,3,2,28,5,8,33,28,4,139,13,45,14,24,10,5,18,17,13,21,9,2,25,7,5
2020-09-23,601,12,23,4,1,0,6,78,25,4,16,41,10,11,42,23,3,57,5,39,1,21,4,9,41,14,18,9,26,6,20,20,12
2020-09-24,490,12,16,5,1,0,21,66,9,11,6,27,6,12,33,16,3,57,3,13,8,16,16,11,23,10,5,5,39,2,25,6,7
2020-09-25,405,11,13,1,3,0,18,80,10,6,7,6,8,9,17,16,17,46,2,21,6,11,5,2,12,13,6,7,18,5,15,3,11
2020-09-26,399,8,15,5,0,2,5,32,16,4,4,18,11,17,17,13,2,68,2,20,0,13,10,11,14,9,4,4,19,0,34,18,4
2020-09-27,187,0,1,0,1,1,2,36,11,3,0,22,4,13,16,3,8,8,1,3,4,2,3,3,6,14,1,6,8,0,2,4,1
2020-09-28,173,5,3,0,0,1,9,34,5,2,1,10,6,7,20,2,1,12,0,1,0,6,2,2,5,8,2,8,10,1,5,2,3
2020-09-29,560,12,28,5,5,0,19,55,27,4,20,14,12,18,22,8,2,48,11,69,9,38,10,10,20,17,11,8,19,3,19,7,10
2020-09-30,483,12,16,6,3,0,11,70,14,5,8,17,5,15,40,27,3,43,1,40,3,19,4,7,9,27,2,6,12,4,16,27,11
2020-10-01,432,4,13,5,2,0,9,43,17,5,12,39,10,7,22,18,3,26,7,48,10,24,5,8,12,2,5,7,10,0,43,13,3
2020-10-02,414,7,13,11,2,0,6,60,11,6,4,7,3,10,15,10,2,28,4,17,6,18,2,7,10,22,10,4,24,2,68,14,11
2020-10-04,596,9,17,7,3,0,19,53,21,7,6,19,17,19,49,28,3,18,9,30,15,14,14,11,13,32,11,7,89,9,25,4,18
2020-10-05,180,1,3,0,0,0,3,34,3,9,1,8,2,7,17,13,3,15,1,3,4,1,4,4,4,19,6,3,3,0,2,3,4
2020-10-06,446,12,8,4,2,1,9,49,25,7,18,14,4,11,21,18,1,51,11,39,4,26,14,2,19,13,24,4,4,2,14,1,14
2020-10-07,3012,6,19,13,10,219,19,1419,28,8,6,35,37,11,43,44,11,385,7,52,43,218,5,52,13,63,33,92,26,15,72,3,5
2020-10-08,370,3,18,8,2,2,15,58,9,3,5,24,15,10,31,12,3,25,1,32,8,14,5,2,5,12,12,7,7,0,11,5,6
2020-10-09,411,7,14,25,1,2,13,82,4,3,3,41,11,6,19,10,0,35,2,22,10,14,10,0,12,11,5,7,10,2,20,6,4
2020-10-10,135,8,9,16,1,-184,6,36,11,2,6,19,10,16,24,-26,1,23,1,24,5,47,13,1,6,10,5,-1,16,1,21,4,4
2020-10-11,139,0,3,0,1,0,2,34,10,1,2,7,2,3,17,1,1,6,0,0,4,1,0,5,6,20,2,1,3,0,4,3,0
2020-10-12,164,0,3,0,0,1,0,37,5,4,0,7,4,11,12,7,3,18,1,1,5,4,3,2,6,5,5,7,2,0,4,4,3
2020-10-13,475,9,14,0,0,1,9,70,22,7,13,19,16,11,15,20,7,39,11,28,13,25,12,5,18,14,12,4,13,10,22,1,15
2020-10-14,478,7,7,2,1,0,30,92,11,5,5,15,10,15,31,15,8,26,6,58,18,10,8,11,0,12,4,3,21,1,13,25,8
2020-10-15,387,5,10,10,0,0,19,48,22,5,2,19,5,10,5,18,1,30,6,23,12,31,7,6,11,9,9,3,16,3,33,0,9
2020-10-16,419,4,15,1,0,1,19,74,17,6,4,13,14,7,29,18,4,30,2,27,8,8,2,8,9,11,12,3,18,2,46,4,3
2020-10-17,355,4,13,2,0,0,19,58,9,20,6,11,15,4,18,9,4,17,3,23,6,11,6,7,11,27,5,4,4,9,16,11,3
2020-10-18,108,0,5,0,0,0,3,11,10,2,0,8,2,9,15,4,1,4,0,0,2,1,6,1,5,4,4,3,1,0,2,5,0
2020-10-19,171,1,7,0,2,1,10,46,6,6,0,6,0,8,12,8,1,6,1,2,5,3,1,4,3,2,3,3,4,2,3,1,14
2020-10-20,555,18,13,7,1,1,28,55,19,10,2,19,22,4,36,16,9,61,5,71,8,15,4,9,27,12,20,8,6,9,16,13,11
2020-10-21,522,12,3,4,1,1,51,74,10,5,12,17,11,26,36,21,5,63,10,35,7,24,11,6,12,10,11,3,12,7,7,8,7
2020-10-22,479,12,11,3,0,0,36,62,28,5,2,32,5,7,43,18,1,44,9,50,3,28,16,5,10,6,3,1,14,6,6,6,7
2020-10-23,418,15,9,1,2,0,13,77,16,8,4,16,2,11,21,12,1,42,2,35,9,33,3,1,8,14,13,6,4,9,18,5,8
2020-10-24,431,13,18,3,0,1,24,68,26,13,5,21,13,8,31,8,1,36,3,33,5,8,13,3,12,9,1,6,14,3,22,7,3
2020-10-25,181,1,1,0,1,0,3,28,13,6,4,7,3,4,30,7,1,9,2,2,1,1,6,2,2,0,5,2,33,2,3,2,0
2020-10-26,247,2,7,0,0,0,25,48,12,5,0,3,3,7,34,5,5,26,2,1,1,1,4,4,4,9,2,5,14,1,1,5,11
2020-10-27,643,22,16,6,2,0,33,83,51,2,17,49,5,14,46,17,4,42,9,56,7,35,7,7,16,14,13,1,11,10,20,16,12
2020-10-28,495,2,12,3,1,1,34,67,25,5,13,17,15,18,25,10,1,43,5,28,9,25,30,3,9,15,7,6,13,7,27,5,14
2020-10-29,464,6,9,4,0,0,40,60,24,5,1,31,3,5,22,12,5,54,5,24,4,16,7,5,49,21,3,3,12,1,20,3,10
2020-10-30,516,5,13,8,2,1,63,68,39,4,9,11,19,10,31,9,1,26,4,27,4,27,10,1,48,5,13,1,17,4,19,2,15
2020-10-31,464,4,9,3,0,0,51,58,41,2,18,9,10,16,18,10,3,34,4,24,4,21,1,3,29,10,13,9,6,2,38,4,10
2020-11-01,142,0,3,0,0,0,26,29,2,0,0,7,2,5,13,4,4,6,0,2,2,2,9,2,7,0,1,5,2,0,1,5,3
2020-11-02,205,4,7,0,0,0,31,29,3,1,0,6,6,12,20,1,14,21,1,0,2,3,7,1,8,6,3,2,2,1,5,0,9
2020-11-03,493,9,25,1,0,15,59,59,32,3,18,8,11,13,27,11,2,39,2,56,13,10,3,2,10,19,12,3,6,3,11,1,10
2020-11-04,635,16,20,1,1,2,46,101,31,3,37,19,4,10,56,15,3,39,2,50,4,32,11,3,24,19,10,2,9,14,32,4,15
2020-11-05,544,9,13,3,0,0,84,59,34,5,3,14,6,20,53,19,2,20,0,31,5,21,17,2,7,18,7,4,49,3,7,7,22
2020-11-06,551,7,16,3,0,0,57,76,51,3,6,16,3,14,25,9,3,42,3,28,8,12,6,1,5,26,8,2,46,1,40,29,5
2020-11-07,485,12,14,4,0,0,27,52,29,3,15,17,12,16,25,8,10,38,2,41,13,12,3,3,14,9,8,4,6,0,12,55,21
2020-11-08,219,0,2,0,0,0,39,45,16,2,0,7,1,4,20,6,1,19,0,0,5,6,5,1,11,0,1,1,11,1,4,0,11
2020-11-09,198,0,7,0,0,0,14,33,15,3,0,9,9,13,12,3,2,19,1,1,4,0,3,1,10,2,7,6,2,1,3,5,13
2020-11-10,617,27,16,2,2,0,85,65,48,2,4,7,17,15,37,13,1,56,5,54,11,31,8,2,15,12,16,4,7,3,35,3,14
2020-11-11,588,12,16,2,2,0,71,118,42,3,31,15,10,12,30,7,7,37,4,25,15,20,12,2,13,17,7,4,8,1,24,9,12
2020-11-12,626,5,16,2,2,0,48,158,40,1,17,14,13,28,21,12,1,71,1,47,14,42,3,1,6,20,5,4,10,1,8,2,13
2020-11-13,568,12,12,4,1,0,68,108,50,2,12,35,10,9,25,13,4,55,3,17,8,12,12,1,17,30,5,5,13,1,11,5,8
2020-11-14,635,19,26,5,0,0,83,159,19,2,8,10,15,16,32,11,10,62,5,16,5,7,14,21,18,7,24,2,11,0,11,10,7
2020-11-15,283,1,4,0,15,0,6,119,23,2,0,6,8,3,13,3,3,11,0,4,4,6,1,1,6,6,2,3,16,10,2,3,2
2020-11-16,319,1,7,3,12,0,30,109,17,0,0,6,11,10,20,4,1,17,2,2,3,1,5,3,1,5,2,1,21,0,6,7,12
2020-11-17,165,4,3,5,0,0,37,28,9,3,0,6,4,8,12,4,1,22,0,0,1,1,1,0,3,0,5,2,1,0,3,1,1
2020-11-18,502,6,14,4,0,2,46,76,63,1,0,18,8,10,19,5,4,48,2,45,7,16,6,4,16,16,13,3,4,4,24,5,13
2020-11-19,576,8,11,2,3,0,71,81,34,1,50,10,3,28,22,8,6,73,2,22,8,18,14,4,27,11,11,1,5,3,13,5,21
2020-11-20,719,4,28,1,1,0,114,93,43,1,13,50,8,11,23,14,1,44,9,45,6,8,8,1,11,18,23,3,14,0,57,60,7
2020-11-21,550,31,14,2,4,0,79,56,28,3,8,24,4,22,17,11,3,56,3,32,4,13,11,2,22,3,7,2,8,1,76,1,3
2020-11-22,303,2,11,0,0,0,39,44,29,0,0,10,4,9,18,0,2,26,0,2,1,9,11,2,15,5,7,1,14,0,22,1,19
2020-11-23,250,2,15,2,0,0,12,49,12,3,0,30,5,9,18,1,3,25,2,0,1,1,12,4,4,8,6,2,5,0,10,3,6
2020-11-24,813,21,21,4,4,0,68,122,65,1,14,32,13,26,33,30,1,66,5,42,5,21,29,6,33,29,23,4,9,3,42,3,38
2020-11-25,858,20,27,0,5,0,106,118,45,3,51,22,2,20,27,21,7,88,2,29,22,25,20,8,15,21,13,8,13,3,77,19,21
2020-11-26,645,8,29,2,4,1,86,100,26,2,5,19,5,18,31,16,1,57,1,27,15,22,5,5,27,30,23,4,13,0,35,11,17
2020-11-27,629,8,18,3,1,0,50,124,31,1,17,50,7,9,23,14,-2,62,3,32,12,8,14,4,24,12,18,3,9,2,60,1,11
2020-11-28,588,14,25,2,1,0,77,101,21,4,9,13,3,18,-27,19,1,44,51,12,5,15,23,8,40,9,7,4,6,1,66,4,12
2020-11-29,196,1,13,0,3,0,15,32,19,0,0,18,0,6,40,3,0,15,0,1,0,4,8,0,1,2,3,4,2,0,3,2,1
2020-11-30,285,0,10,0,3,0,5,65,24,2,0,27,1,13,18,2,1,32,2,0,3,12,2,2,3,5,17,2,4,1,1,1,27
2020-12-01,825,10,27,2,3,0,72,105,106,0,20,35,7,23,29,14,3,96,2,46,7,24,14,5,41,18,15,2,24,3,42,7,23
2020-12-02,800,24,23,4,3,0,71,142,25,3,59,74,5,16,50,15,1,70,3,29,9,12,17,3,12,13,11,2,17,3,55,7,22
2020-12-03,608,9,15,1,0,0,39,88,32,0,16,62,9,15,24,8,5,68,4,15,9,12,10,2,24,7,12,1,7,2,100,6,6
2020-12-04,690,15,43,2,0,0,58,121,32,1,17,47,5,8,42,12,2,51,0,26,7,10,35,1,11,10,35,2,17,1,43,8,28
2020-12-05,593,7,75,3,3,0,34,93,32,2,6,24,14,15,30,6,3,60,2,29,6,17,6,2,19,1,26,4,9,1,39,4,21
2020-12-06,261,0,19,1,3,0,20,42,17,1,0,18,4,13,33,0,0,21,1,0,1,0,13,1,5,3,4,4,5,1,28,2,1
2020-12-07,357,6,17,1,3,1,5,96,26,1,0,22,4,26,15,0,7,45,0,1,1,4,13,2,7,10,11,3,9,0,8,2,11
2020-12-08,800,23,36,2,3,0,48,122,47,3,39,31,9,34,26,33,2,64,13,29,12,35,9,2,57,16,27,2,12,7,10,6,41
2020-12-09,781,11,44,15,4,1,47,126,20,2,49,56,7,29,26,9,4,90,9,36,5,30,3,5,39,15,20,1,14,2,30,10,22
2020-12-10,671,14,34,3,3,0,31,147,28,1,2,47,4,21,40,25,10,80,4,19,11,9,14,4,17,6,28,3,8,1,36,3,18
2020-12-11,693,8,30,1,3,1,48,139,31,2,12,57,9,17,46,18,7,65,4,25,8,11,26,2,16,8,28,4,22,2,24,2,17
2020-12-12,685,10,59,5,1,0,20,133,36,3,6,44,9,21,30,15,2,54,24,16,3,11,40,4,25,10,36,4,15,2,31,2,14
2020-12-13,249,0,9,0,0,0,11,41,15,0,0,26,6,9,34,2,2,36,0,4,1,7,4,1,5,3,12,6,6,0,0,7,2
2020-12-14,345,0,23,0,0,0,3,108,12,2,0,30,6,11,33,5,5,55,2,1,2,7,11,3,3,1,2,2,2,3,3,4,6
2020-12-15,801,18,35,3,0,2,25,149,32,5,23,48,10,17,58,16,0,134,7,32,9,13,10,4,36,15,33,5,7,6,21,8,20
2020-12-16,670,10,9,4,0,2,52,176,8,1,13,39,7,19,31,16,4,83,1,28,13,40,16,2,22,5,25,3,8,5,12,4,12
2020-12-17,718,11,32,19,2,1,50,174,22,2,6,42,15,29,43,27,5,85,3,20,2,12,10,2,31,6,10,4,8,5,22,7,11
2020-12-18,762,5,74,2,0,5,13,191,28,1,18,52,4,30,46,11,4,75,2,22,1,13,39,3,21,6,43,11,11,4,10,4,13
2020-12-19,627,22,31,5,3,3,13,152,41,0,4,30,10,18,42,14,4,113,2,15,3,17,19,4,6,5,11,3,9,2,11,2,13
2020-12-20,326,0,2,0,0,0,2,107,4,0,0,16,3,9,50,2,0,52,1,0,5,8,14,4,4,3,16,5,9,0,4,2,4
2020-12-21,396,1,25,1,0,0,7,163,9,1,0,19,3,14,27,3,0,53,4,2,1,7,27,1,7,3,8,1,3,1,1,2,2
2020-12-22,897,22,38,4,2,0,42,128,32,0,14,53,14,29,41,42,6,114,2,31,13,52,13,1,13,9,36,6,17,11,32,65,15
2020-12-23,816,5,71,0,0,2,18,148,34,1,31,48,8,24,54,16,5,124,6,25,6,49,5,0,16,11,45,2,5,3,9,34,11
2020-12-24,861,17,82,1,0,0,17,212,38,2,4,78,7,46,44,17,2,97,5,17,12,14,9,0,15,10,19,9,27,10,19,0,31
2020-12-25,665,2,39,1,2,0,15,104,33,1,4,58,4,24,56,16,0,114,3,26,2,19,6,0,17,18,35,6,4,14,10,20,12
2020-12-26,189,0,13,0,0,0,0,40,7,0,0,38,2,7,4,0,3,35,1,2,0,16,2,0,4,0,6,3,3,1,1,1,0
2020-12-27,400,1,39,0,0,1,5,99,27,3,0,31,2,18,37,0,0,55,0,2,3,5,27,4,6,0,17,7,1,2,4,1,3
2020-12-28,429,0,33,0,0,2,8,120,9,2,0,34,4,24,29,6,2,66,5,2,6,5,17,2,1,4,8,5,10,8,5,4,8
2020-12-29,990,18,83,11,0,2,36,177,43,3,11,49,10,44,53,9,34,96,7,45,16,38,13,5,29,19,46,7,29,3,15,23,16
2020-12-30,1052,15,69,6,1,0,14,225,39,2,14,64,12,45,68,42,14,147,2,64,12,20,12,7,23,6,40,14,16,20,18,6,15
2020-12-31,910,5,65,6,5,1,12,223,23,2,8,79,4,35,52,32,5,89,3,29,10,30,10,4,23,17,65,4,5,5,23,25,11
2021-01-01,700,2,36,9,3,4,27,138,18,0,10,25,12,10,49,5,10,122,3,31,4,45,5,2,14,8,34,7,3,5,15,33,11
2021-01-02,344,2,32,0,0,1,0,116,9,1,1,17,7,22,29,4,4,30,0,2,2,8,0,4,5,1,13,2,21,4,1,4,2
2021-01-03,362,1,24,0,0,3,0,78,23,0,3,46,7,24,41,2,3,49,2,0,3,4,0,6,3,0,12,6,4,6,6,2,4
2021-01-04,544,4,18,0,1,2,10,192,8,2,0,37,5,20,38,5,0,73,0,0,6,12,58,3,8,2,8,11,5,1,6,4,5
2021-01-05,1065,18,77,9,0,5,26,203,26,8,12,33,4,54,69,29,17,168,8,26,10,20,67,9,11,21,38,9,17,9,24,24,14
2021-01-06,1165,9,55,0,1,2,14,224,40,3,19,63,8,29,70,26,6,217,3,98,12,56,48,10,22,17,29,11,11,11,22,7,22
2021-01-07,1044,10,65,3,0,3,19,274,24,1,22,89,2,39,50,20,4,166,7,29,10,22,48,7,14,14,20,5,9,12,16,27,13
2021-01-08,1038,15,58,3,0,1,16,184,36,3,5,49,10,65,120,24,7,110,4,52,11,58,38,6,13,10,42,7,21,5,42,4,19
2021-01-09,1135,16,56,6,1,8,16,211,28,2,33,48,8,33,87,30,0,113,9,39,19,38,35,7,40,14,22,12,22,20,34,105,23
2021-01-10,502,3,34,0,0,5,12,104,23,2,0,30,11,15,54,5,5,78,1,1,5,25,5,3,6,2,30,7,8,5,8,9,6
2021-01-11,662,0,21,0,2,3,2,216,23,5,0,55,8,27,79,12,1,61,3,3,10,29,17,2,11,3,25,5,6,9,12,5,7
2021-01-12,1314,18,71,6,2,2,29,224,48,4,28,50,15,47,91,29,11,216,17,94,20,45,36,12,33,20,28,14,23,20,45,6,10
2021-01-13,1235,10,42,8,0,7,15,269,55,1,10,50,15,53,77,40,14,142,7,42,29,60,59,15,33,25,20,12,33,25,48,10,9
2021-01-14,999,12,57,8,0,1,16,252,38,6,13,95,16,22,48,22,12,128,5,40,4,45,11,4,17,8,44,6,19,11,25,2,12
2021-01-15,1106,6,57,3,3,7,18,280,75,3,15,48,17,51,64,46,29,109,5,36,5,40,22,1,28,10,26,11,31,25,23,4,8
2021-01-16,1219,5,34,4,1,1,19,230,31,4,1,54,6,43,74,38,46,154,13,78,10,66,12,6,60,24,100,12,15,21,21,19,17
2021-01-17,463,1,20,0,1,2,1,135,17,0,0,42,10,19,45,7,6,42,3,1,2,3,29,6,7,5,28,6,7,1,5,4,8
2021-01-18,544,0,31,1,1,3,4,150,9,1,0,46,3,30,51,14,3,52,18,17,2,22,11,6,7,1,21,3,8,15,7,3,4
2021-01-19,1584,23,37,10,1,5,33,339,55,6,41,64,21,29,137,40,29,191,12,91,23,90,21,13,31,42,64,11,40,27,43,12,3
2021-01-20,1539,9,53,16,2,6,49,307,71,4,9,153,17,74,87,29,14,134,12,66,23,84,58,9,55,22,53,13,37,2,40,4,27
2021-01-21,1803,15,53,15,3,4,22,354,50,9,4,75,21,66,157,34,28,234,10,94,22,91,29,14,25,42,168,13,58,29,42,8,14
2021-01-22,1440,15,42,11,2,2,23,290,53,4,6,89,17,51,101,47,5,168,19,99,20,58,56,5,34,17,78,14,25,26,45,10,8
2021-01-23,1470,33,29,24,0,10,21,320,32,6,12,42,17,64,170,49,27,130,39,85,27,96,15,5,30,24,39,9,15,25,57,5,13
2021-01-24,530,0,11,0,1,2,5,158,25,3,0,23,8,18,60,10,3,38,10,8,9,8,43,2,14,8,17,10,14,0,15,4,3
2021-01-25,659,0,28,0,2,4,1,194,10,4,0,44,6,29,65,9,21,100,5,13,6,17,7,3,13,8,13,7,8,10,24,4,4
2021-01-26,1743,32,52,16,0,3,25,365,53,8,20,140,33,42,143,45,19,195,10,152,14,65,25,11,35,41,27,12,49,29,45,20,17
2021-01-27,1623,29,42,7,1,11,19,464,41,12,7,102,48,68,89,45,12,146,25,77,23,64,53,7,28,22,41,13,30,5,48,20,24
2021-01-28,1506,15,24,9,1,5,9,320,44,6,11,87,21,57,83,86,14,181,11,101,17,99,69,6,51,40,21,23,38,21,32,1,3
2021-01-29,1434,20,50,10,2,15,25,282,23,18,16,126,22,36,113,34,42,173,6,101,40,79,47,5,23,18,18,15,15,7,22,25,6
2021-01-30,1495,41,38,7,2,18,26,291,36,8,13,133,11,37,110,68,27,211,18,82,10,47,26,6,27,21,30,9,26,29,47,35,5
2021-01-31,462,4,12,0,1,3,6,83,17,7,0,26,12,14,33,15,2,58,7,8,4,10,23,5,16,1,17,9,39,4,9,7,10
2021-02-01,564,6,19,0,0,6,1,150,10,4,0,45,12,23,44,22,4,66,10,8,12,19,7,2,17,5,13,12,4,9,16,6,12
2021-02-02,433,0,17,0,2,1,1,121,7,0,0,54,4,37,33,7,3,19,8,18,12,11,26,2,9,8,8,1,3,3,8,6,4
2021-02-03,1707,35,21,5,0,7,23,328,57,8,29,137,33,50,119,35,13,243,26,125,20,70,25,11,38,76,49,18,33,15,33,8,17
2021-02-04,1682,12,45,33,2,5,14,397,31,11,15,85,17,67,122,70,33,161,20,66,8,73,54,8,64,19,83,10,32,38,58,9,20
2021-02-05,1368,12,33,13,2,2,7,294,29,10,3,102,16,36,96,41,6,139,10,79,28,93,22,9,43,41,46,13,33,16,39,23,32
2021-02-06,1496,12,31,15,4,2,11,354,24,6,12,72,14,62,161,61,25,145,12,63,10,119,47,10,38,15,30,8,20,18,61,20,14
2021-02-07,414,0,10,1,0,1,6,78,12,10,0,34,9,14,24,10,5,47,13,1,9,5,18,5,31,21,17,5,10,0,7,9,2
2021-02-08,531,0,23,0,0,3,4,123,5,7,0,32,17,19,15,22,19,87,4,4,9,37,9,1,16,10,8,2,10,10,25,3,7
2021-02-09,1701,26,13,44,2,4,18,306,34,5,14,144,20,49,98,35,34,129,15,144,21,132,50,12,30,21,77,20,32,21,69,62,20
2021-02-10,1328,11,38,16,4,1,15,269,7,7,12,110,29,36,103,68,14,127,15,72,8,85,11,10,40,13,23,9,43,9,34,72,17
2021-02-11,1474,15,32,2,2,1,11,316,21,3,15,79,16,57,120,48,20,158,11,138,11,135,26,6,29,27,18,25,17,9,96,7,3
2021-02-12,1323,22,40,15,2,3,9,354,24,10,13,112,27,34,113,31,14,116,12,82,18,64,20,6,29,17,38,4,16,19,26,14,19
2021-02-13,1214,13,23,8,5,1,8,346,23,6,4,56,43,52,97,34,16,86,20,65,11,50,22,7,33,15,27,9,5,9,77,11,32
2021-02-14,436,0,5,0,1,3,0,125,8,2,10,38,13,14,43,5,8,46,15,2,1,12,4,5,19,3,9,1,25,1,7,3,8
2021-02-15,450,1,9,0,1,4,7,134,3,2,0,14,9,22,17,11,3,40,5,49,5,31,7,2,17,11,8,8,3,2,8,11,6
2021-02-16,1329,12,15,9,0,2,10,281,20,11,23,53,10,34,130,33,30,156,8,100,15,122,27,9,38,18,35,10,19,17,39,9,34
2021-02-17,1075,6,32,3,3,2,9,242,20,4,3,39,17,16,67,47,29,148,25,68,8,63,22,9,22,25,46,5,30,11,30,6,18
2021-02-18,1047,14,15,16,1,1,8,245,16,6,11,44,15,28,76,43,23,148,13,51,25,67,32,6,23,11,35,5,10,7,38,6,8
2021-02-19,857,14,18,3,3,3,16,183,8,5,7,64,39,14,60,30,35,68,5,21,9,75,12,4,20,10,22,6,24,12,47,10,10
2021-02-20,832,10,27,8,3,2,10,246,12,4,3,72,30,34,50,18,3,59,4,39,12,34,17,5,38,22,15,1,16,6,20,9,3
2021-02-21,310,0,1,1,3,2,0,90,5,3,0,21,3,11,16,11,1,40,2,5,2,31,12,4,9,3,2,2,3,0,7,17,3
2021-02-22,1702,21,23,7,1,1,78,373,25,9,15,118,39,51,101,26,10,185,18,83,42,113,37,8,44,41,38,16,36,11,67,36,29
2021-02-24,1006,14,20,12,3,4,11,233,16,7,10,44,16,14,59,27,33,116,4,67,18,71,25,3,37,29,14,6,10,12,30,9,32
2021-02-25,877,6,10,5,0,1,24,199,9,17,4,48,18,16,50,22,25,80,8,62,13,63,25,5,30,11,25,11,21,5,37,20,7
2021-02-26,782,3,12,10,1,1,5,208,6,4,11,42,29,22,49,29,16,49,4,48,14,50,13,5,27,16,15,5,19,5,39,14,11
2021-02-27,783,5,8,6,1,3,14,222,14,1,6,39,13,17,51,18,7,70,5,51,16,69,16,3,20,12,21,5,4,5,30,6,25
